nan,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+03
500,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2020.758781,0.999042034,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2041.712672,1.002280986,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2062.499981,1.005703197,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2999.751952,1.035993112,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3020.040563,1.032709916,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3040.403643,1.029090848,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3060.788868,1.025207363,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3080.833695,1.020909409,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3101.32576,1.016851277,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3121.651069,1.012214814,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4407.590122,0.969488208,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4427.976891,0.967276951,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4448.306414,0.964966372,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4468.77186,0.963636599,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4489.080237,0.963119299,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4509.438085,0.963712106,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4529.774749,0.963240638,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4550.097434,0.962751191,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4570.441168,0.963402265,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4590.823117,0.963730711,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4611.335275,0.964288041,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5978.309004,0.974290155,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5998.77108,0.974208388,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6019.337283,0.974148876,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6039.526292,0.974029299,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6059.828716,0.973881566,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6080.090224,0.973521556,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6100.586687,0.973226957,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6120.94194,0.972706532,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6141.242532,0.972134209,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6161.849317,0.971229051,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6182.027077,0.970275065,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6202.813706,0.969028619,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6222.821294,0.967598122,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6243.57277,0.965773709,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6264.02554,0.963716812,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6284.208394,0.961370668,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6304.488803,0.958719639,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6325.524032,0.955832628,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6345.460387,0.952566105,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6365.567235,0.949094826,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6386.207132,0.945260259,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6406.289629,0.941171676,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6426.607194,0.936833841,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6447.311331,0.932253338,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6467.789851,0.927504826,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6487.638231,0.92252205,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6507.649168,0.917369091,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6527.894868,0.912068749,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6549.529726,0.906749563,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6571.897826,0.901289251,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6590.908362,0.895815622,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6610.608076,0.890320839,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6631.982056,0.884893814,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6652.512414,0.879478438,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6672.222167,0.874123087,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6692.352179,0.868862107,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
